,Date,ABBN,CLN,DOKA,GIVN,KUD,LISN,LONN,NESN,SCHN,SCMN,SIKA,SRENH,UBSG,UHR,VLRT,ABBN_30d_MA,CLN_30d_MA,DOKA_30d_MA,GIVN_30d_MA,KUD_30d_MA,LISN_30d_MA,LONN_30d_MA,NESN_30d_MA,SCHN_30d_MA,SCMN_30d_MA,SIKA_30d_MA,SRENH_30d_MA,UBSG_30d_MA,UHR_30d_MA,VLRT_30d_MA,ABBN_Expanding_Avg,CLN_Expanding_Avg,DOKA_Expanding_Avg,GIVN_Expanding_Avg,KUD_Expanding_Avg,LISN_Expanding_Avg,LONN_Expanding_Avg,NESN_Expanding_Avg,SCHN_Expanding_Avg,SCMN_Expanding_Avg,SIKA_Expanding_Avg,SRENH_Expanding_Avg,UBSG_Expanding_Avg,UHR_Expanding_Avg,VLRT_Expanding_Avg,ABBN_Avg,CLN_Avg,DOKA_Avg,GIVN_Avg,KUD_Avg,LISN_Avg,LONN_Avg,NESN_Avg,SCHN_Avg,SCMN_Avg,SIKA_Avg,SRENH_Avg,UBSG_Avg,UHR_Avg,VLRT_Avg
40,2024-02-21,3.149946832265953e-11,1.0600691274646295e-09,7.802207773298835e-08,5.722100038766614e-09,1.1102446713900512e-07,8.161770117128156e-06,5.941484262071346e-10,,2.527869806827913e-07,6.036749230068743e-09,1.98271079394872e-10,5.652120959175063e-10,2.186753079340033e-11,5.356663835553918e-09,,6.171786669867605e-11,1.0542609750768611e-09,2.1711947648806825e-07,1.8647865240634433e-08,-7.748482816017551e-06,1.3876528957420786e-05,1.2934708752691982e-09,,4.1893213462251636e-08,2.6347044299830346e-09,6.40579321621334e-10,2.5587529819113927e-10,3.6828737582062064e-11,1.565849752017102e-09,,7.293185292408632e-11,9.111459613018546e-10,1.8202647642932402e-07,2.0320941646812866e-08,-5.484171831296023e-06,1.5489255491669298e-05,1.8413686547116293e-09,,4.0558026365588234e-08,4.198442926329136e-09,6.65906524651527e-10,2.8620803808033573e-10,3.907553476844177e-11,1.5772478831565766e-09,,6.38451496733981e-11,7.586624601437529e-10,1.6750565306858564e-07,1.786179704780045e-08,-3.9874425360963045e-06,1.1828009174316283e-05,1.5530942590732111e-09,,3.166629842576196e-08,3.673871810585078e-09,6.916960938271624e-10,2.6447308485115827e-10,3.745429391590349e-11,1.4696239826108772e-09,
41,2024-02-22,2.398194456608766e-11,3.413054070680698e-10,2.5008293598937128e-08,2.144629682350736e-09,5.63469964763027e-07,2.253033409734177e-06,3.3157125793229146e-10,1.2279259820800362e-11,2.7046131573155317e-08,1.0579346323038058e-09,3.7029703819650985e-10,6.088503420225821e-11,1.8596952316329244e-11,1.983130002277348e-09,,5.7711098883161664e-11,1.058445664896775e-09,2.1724356525104174e-07,1.736918110627852e-08,6.626467932651216e-06,1.3734433784534156e-05,1.2875181663918361e-09,3.67561774739118e-11,4.241365233002846e-08,2.520234784134871e-09,6.294187521024591e-10,2.496229280749041e-10,3.575722579834057e-11,1.5794673453752509e-09,,7.176637891556254e-11,8.975783290581931e-10,1.7828794826669577e-07,1.9888172314325673e-08,-5.340180359961283e-06,1.517410734686132e-05,1.8054210976454545e-09,3.7491170332807674e-11,4.020245018684e-08,4.123668919328533e-09,6.588682035454551e-10,2.808432046546672e-10,3.8587949471962896e-11,1.587147447037571e-09,,6.38451496733981e-11,7.586624601437529e-10,1.6750565306858564e-07,1.786179704780045e-08,-3.9874425360963045e-06,1.1828009174316283e-05,1.5530942590732111e-09,3.291484947129459e-11,3.166629842576196e-08,3.673871810585078e-09,6.916960938271624e-10,2.6447308485115827e-10,3.745429391590349e-11,1.4696239826108772e-09,
42,2024-02-23,2.955664376348169e-11,1.5847550444657234e-10,5.303031044603631e-08,3.6818053609988075e-09,4.947796587118171e-07,9.768909045041075e-06,1.6424256476258055e-09,3.0011930143244454e-11,2.042632472849225e-08,2.75160492285765e-09,5.127330439342129e-10,1.8758334630877587e-10,5.6178664681520476e-11,2.0371085049952984e-09,1.0038366957681733e-05,5.493226864086464e-11,1.0590095652894709e-09,2.1800496248814463e-07,1.6623822769358577e-08,6.51421654408978e-06,1.353833425118175e-05,1.2585642680478943e-09,3.342085565572277e-11,4.291865928551039e-08,2.4975483324116564e-09,6.377257033300134e-10,2.468134070445864e-10,3.643108659149804e-11,1.6118108818968933e-09,,7.078475716783973e-11,8.803898912765276e-10,1.753749799452851e-07,1.951128005959714e-08,-5.2044836153409785e-06,1.5048405060772476e-05,1.8016305057845326e-09,3.729939494333169e-11,3.9695370046882365e-08,4.0917604542943264e-09,6.554697114614727e-10,2.7867437073964646e-10,3.899703587218517e-11,1.597860805560374e-09,0.006610043586320578,6.38451496733981e-11,7.586624601437529e-10,1.6750565306858564e-07,1.786179704780045e-08,-3.9874425360963045e-06,1.1828009174316283e-05,1.5530942590732111e-09,3.291484947129459e-11,3.166629842576196e-08,3.673871810585078e-09,6.916960938271624e-10,2.6447308485115827e-10,3.745429391590349e-11,1.4696239826108772e-09,0.009231729386392903
43,2024-02-26,1.2231362868613416e-10,2.700890986026512e-10,4.0312091723698687e-08,8.491245287748105e-09,4.683877324802228e-08,5.5484105825854215e-06,2.7693530504156417e-10,1.8092787486074623e-11,9.908659197152206e-09,2.476504502764707e-09,9.266941292033651e-10,1.492991250444557e-10,1.3809749904817358e-10,5.256720560425144e-10,,5.598208000176918e-11,1.0308728055805935e-09,2.1431448251558334e-07,1.6388210596699373e-08,6.507892235109318e-06,1.281028976693809e-05,1.2290791523973903e-09,3.301113862589139e-11,4.192620159740237e-08,2.4625096745800606e-09,6.488038556043397e-10,2.4555171462115974e-10,3.836278553510359e-11,1.5084344539652264e-09,,7.195586788416461e-11,8.665194187157576e-10,1.7230536884933994e-07,1.9260824723873298e-08,-5.085135379236683e-06,1.4832496095359135e-05,1.7669783421312833e-09,3.681922975690026e-11,3.8950702275639106e-08,4.055050091759562e-09,6.616339027737885e-10,2.7573402424657394e-10,4.124931912618491e-11,1.5729261834785635e-09,,6.38451496733981e-11,7.586624601437529e-10,1.6750565306858564e-07,1.786179704780045e-08,-3.9874425360963045e-06,1.1828009174316283e-05,1.5530942590732111e-09,3.291484947129459e-11,3.166629842576196e-08,3.673871810585078e-09,6.916960938271624e-10,2.6447308485115827e-10,3.745429391590349e-11,1.4696239826108772e-09,
44,2024-02-27,6.312966861683588e-11,2.1204944001411547e-10,5.8251788346927056e-08,1.0557539312453272e-08,-1.182910201521712e-09,2.061198066568172e-06,1.0833835692337243e-09,1.3961430497089083e-11,9.263805383321051e-09,2.139538763815448e-09,3.9604000523756015e-10,2.8010092049637036e-10,3.2688424757765077e-11,7.884766321467486e-10,5.156818170764037e-06,5.555165465710143e-11,1.032122257613707e-09,2.1313088200459333e-07,1.6424455770100602e-08,2.1075175956426004e-06,1.2577274350911325e-05,1.2425208153154292e-09,3.272535827175127e-11,4.142201410014244e-08,2.494837004818945e-09,6.535385500838557e-10,2.47269535734272e-10,3.7970319260690716e-11,1.416783167981087e-09,,7.175973012266841e-11,8.519756414112766e-10,1.6977084483817521e-07,1.9067418381397296e-08,-4.972158657702569e-06,1.4548689472497113e-05,1.751787347178004e-09,3.6261722457880475e-11,3.822663161972891e-08,4.012483173360805e-09,6.557318161618722e-10,2.758310663854583e-10,4.105907702910891e-11,1.5550977845846586e-09,0.006356009479853278,6.38451496733981e-11,7.586624601437529e-10,1.6750565306858564e-07,1.786179704780045e-08,-3.9874425360963045e-06,1.1828009174316283e-05,1.5530942590732111e-09,3.291484947129459e-11,3.166629842576196e-08,3.673871810585078e-09,6.916960938271624e-10,2.6447308485115827e-10,3.745429391590349e-11,1.4696239826108772e-09,0.009231729386392903
45,2024-02-28,1.7965644152993804e-11,2.3562471375828757e-10,8.73224337935894e-08,,1.3926315113024046e-08,3.043448743662587e-06,,1.1248406049116548e-11,3.3757230923782596e-09,,,4.3662245508209805e-10,1.752380014894341e-11,1.807463356431422e-09,,5.509272203829766e-11,1.0085485281628282e-09,2.1452687571661472e-07,,2.0938455672091278e-06,1.2592271116304482e-05,,3.054354821149412e-11,4.131201169015506e-08,,,2.597296680422442e-10,3.7745766968649943e-11,1.4263509868567581e-09,,7.059029347115375e-11,8.38576708201429e-10,1.679784880763364e-07,,-4.8637655061196205e-06,1.4298575543609405e-05,,3.566616730529086e-11,3.739684808336342e-08,,,2.793265313571244e-10,4.0547440575192266e-11,1.5607059084034757e-09,,6.38451496733981e-11,7.586624601437529e-10,1.6750565306858564e-07,,-3.9874425360963045e-06,1.1828009174316283e-05,,3.291484947129459e-11,3.166629842576196e-08,,,2.6447308485115827e-10,3.745429391590349e-11,1.4696239826108772e-09,
46,2024-02-29,2.1053041733727894e-11,4.388141849363129e-10,1.1335633863761546e-06,,2.5151591419855532e-08,5.882395106319348e-07,,6.084415911883547e-12,1.5835000398114732e-08,1.5939002495470476e-09,4.460526097250767e-10,6.319643334947719e-11,9.542738500714103e-12,3.876905040137531e-10,,5.466915611826127e-11,1.0183539168354071e-09,2.2745165793484167e-07,,2.083588927965629e-06,1.2525119050043853e-05,,2.946785951808736e-11,4.069091920310566e-08,2.464085246078303e-09,6.602700106580835e-10,2.5712544548921927e-10,3.668204333781385e-11,1.292577245649059e-09,,6.953630939163405e-11,8.300711226000437e-10,1.8852284761463037e-07,,-4.759745993406015e-06,1.4006866266312014e-05,,3.497821959846743e-11,3.689540976510182e-08,3.959905283712679e-09,6.511735725436811e-10,2.7472801863355745e-10,3.988776606296933e-11,1.5352055735254382e-09,,6.38451496733981e-11,7.586624601437529e-10,1.6750565306858564e-07,,-3.9874425360963045e-06,1.1828009174316283e-05,,3.291484947129459e-11,3.166629842576196e-08,3.673871810585078e-09,6.916960938271624e-10,2.6447308485115827e-10,3.745429391590349e-11,1.4696239826108772e-09,
47,2024-03-01,2.5433962919433183e-11,1.5161412386276681e-09,1.9777861831031177e-07,,6.116895482798883e-07,7.478842413877968e-07,,4.823105220482672e-11,5.4750380652068e-09,2.1179934367076947e-09,5.497244957794643e-10,2.6974426171734425e-10,2.298095830271647e-11,2.1347311187121682e-10,,5.498853773929864e-11,1.0085677109404606e-09,2.281425493558226e-07,,2.1049060253616412e-06,1.2263452519937476e-05,,2.9980768149011e-11,3.982600018510684e-08,2.356876635130636e-09,6.617327548328167e-10,2.5969159925769215e-10,3.640213699603648e-11,1.1416218230453734e-09,,6.861751050679653e-11,8.443642500172858e-10,1.8871567617079043e-07,,-4.647841086287559e-06,1.373063747412609e-05,,3.527942033952105e-11,3.6181310408286025e-08,3.9207156699466154e-09,6.490150815486977e-10,2.7462419036446966e-10,3.9535540901297395e-11,1.5070836062561992e-09,,6.38451496733981e-11,7.586624601437529e-10,1.6750565306858564e-07,,-3.9874425360963045e-06,1.1828009174316283e-05,,3.291484947129459e-11,3.166629842576196e-08,3.673871810585078e-09,6.916960938271624e-10,2.6447308485115827e-10,3.745429391590349e-11,1.4696239826108772e-09,
48,2024-03-04,1.162282823206158e-10,1.9259881160742272e-10,7.251144161155243e-08,,-1.311127360736098e-07,2.1115445971907543e-06,,1.440052003986644e-11,1.2111216645952756e-08,8.927380128843225e-10,6.00131589019028e-10,1.3821427884079692e-10,1.7648605637856772e-11,2.0692670771348147e-09,6.53858869775711e-06,5.7858790077878053e-11,1.0080234557107944e-09,2.2914767307583575e-07,,2.0965325148167466e-06,1.2125668701906698e-05,,2.99574862968131e-11,3.7670539411324323e-08,2.272899929983911e-09,6.601431130606748e-10,2.613256206335565e-10,3.5363565949209907e-11,1.1273446694998623e-09,,6.958915891116018e-11,8.310629145395336e-10,1.8634416117978557e-07,,-4.555662956691355e-06,1.349351312969884e-05,,3.481544477730651e-11,3.564641943578973e-08,3.857632802091151e-09,6.479966754543297e-10,2.7184031461908857e-10,3.9088868753063915e-11,1.5187957618995037e-09,0.006120843891291962,6.38451496733981e-11,7.586624601437529e-10,1.6750565306858564e-07,,-3.9874425360963045e-06,1.1828009174316283e-05,,3.291484947129459e-11,3.166629842576196e-08,3.673871810585078e-09,6.916960938271624e-10,2.6447308485115827e-10,3.745429391590349e-11,1.4696239826108772e-09,0.009231729386392903
49,2024-03-05,5.7965090936318206e-11,1.721005670847617e-10,6.33478009108624e-08,,4.352543716276098e-09,2.196331638625369e-06,4.763310665141212e-10,2.3124964105263088e-11,1.0051306268727966e-08,6.501212667771911e-09,9.754835545726827e-10,1.8348171517927587e-10,4.7687582503713e-11,1.5360391068417431e-09,,5.7745227841431595e-11,9.922271340036671e-10,2.2953551588841266e-07,,2.093514104770368e-06,1.1853492283898099e-05,1.2150104606600112e-09,2.952163978246e-11,3.742268159087904e-08,2.3679693728891532e-09,6.759259814732287e-10,2.527443599115e-10,3.500989825680131e-11,1.1717263489157953e-09,,6.935667755166334e-11,8.178836675904381e-10,1.8388423397440712e-07,,-4.464462646683204e-06,1.326756949987737e-05,1.7240600367287893e-09,3.456130389313165e-11,3.5090003932157955e-08,3.91158341159484e-09,6.546800811506225e-10,2.7007314263029234e-10,3.926084302807689e-11,1.519147666898325e-09,,6.38451496733981e-11,7.586624601437529e-10,1.6750565306858564e-07,,-3.9874425360963045e-06,1.1828009174316283e-05,1.5530942590732111e-09,3.291484947129459e-11,3.166629842576196e-08,3.673871810585078e-09,6.916960938271624e-10,2.6447308485115827e-10,3.745429391590349e-11,1.4696239826108772e-09,
50,2024-03-06,2.1080380852858163e-11,2.002105050795197e-10,3.556573092750328e-08,,7.657131275781403e-09,5.89907294339899e-06,1.3159593043123807e-09,3.3538925059199456e-11,1.064357652292976e-08,5.767516666676809e-09,8.598684581604244e-10,2.821561357202708e-10,2.2761784752406897e-11,8.695426330393061e-10,,5.4831589229186175e-11,9.818635250217983e-10,2.2826819542605742e-07,,2.093002592155404e-06,1.1871610025649104e-05,1.18993853411288e-09,2.9047281355604768e-11,3.739231460891778e-08,2.407255304385222e-09,6.818438282408828e-10,2.585647262596027e-10,3.451137367504006e-11,1.1778984574643798e-09,,6.84100834987456e-11,8.057724291098317e-10,1.8097602803231096e-07,,-4.376774023585968e-06,1.312308917524054e-05,1.7153770424220572e-09,3.453955115198416e-11,3.456986717877012e-08,3.94870207669648e-09,6.587838486908185e-10,2.703100640634292e-10,3.893733208149513e-11,1.5061555662211447e-09,,6.38451496733981e-11,7.586624601437529e-10,1.6750565306858564e-07,,-3.9874425360963045e-06,1.1828009174316283e-05,1.5530942590732111e-09,3.291484947129459e-11,3.166629842576196e-08,3.673871810585078e-09,6.916960938271624e-10,2.6447308485115827e-10,3.745429391590349e-11,1.4696239826108772e-09,
51,2024-03-07,3.409366662875504e-11,2.4384023249034025e-10,2.426885451496333e-07,4.612896075214396e-09,-1.5654670058942836e-05,3.157314269009227e-06,2.0794999419468688e-10,1.9592180890249365e-11,6.950178795388147e-09,1.5770831668095643e-09,1.772056610984873e-10,2.6947171538307064e-10,5.620404260265702e-11,5.988061162124767e-10,6.101625655606914e-06,5.413839631109065e-11,9.82929193591696e-10,2.312185215964117e-07,1.6450093401743176e-08,1.5704511963607393e-06,9.977370095426681e-06,1.085607671702082e-09,2.949138185935253e-11,3.714232880968245e-08,2.3651286803443383e-09,6.825588094420909e-10,2.6412705893468027e-10,3.559493659993452e-11,1.1795503031299427e-09,,6.775015240509194e-11,7.949660407133031e-10,1.8216280720764407e-07,1.8753189635610714e-08,-4.5936566396505235e-06,1.2931439657813013e-05,1.6839723122506537e-09,3.422814760486468e-11,3.399445700411633e-08,3.902199745130069e-09,6.493411391301846e-10,2.702939419734223e-10,3.926938420690209e-11,1.4883644005347003e-09,0.005902460238947807,6.38451496733981e-11,7.586624601437529e-10,1.6750565306858564e-07,1.786179704780045e-08,-3.9874425360963045e-06,1.1828009174316283e-05,1.5530942590732111e-09,3.291484947129459e-11,3.166629842576196e-08,3.673871810585078e-09,6.916960938271624e-10,2.6447308485115827e-10,3.745429391590349e-11,1.4696239826108772e-09,0.009231729386392903
52,2024-03-08,8.760707674469935e-11,4.1767762967807344e-10,6.451185975598095e-08,1.6135597027838764e-08,1.385611824792465e-06,1.292907908553037e-06,1.2735666863251715e-09,3.4585453424702036e-11,4.5834211989129894e-08,2.237155512317874e-09,6.43183701191571e-10,3.0012131518346464e-10,4.777249951796058e-11,3.3505806163309652e-09,0.0503075545445737,5.56603968255998e-11,9.857240587125023e-10,2.3197236774130197e-07,1.6602081154507774e-08,1.5562985820862129e-06,7.900734139248307e-06,1.0927997041808886e-09,2.3898416631339133e-11,3.817474092738091e-08,2.3664220464024637e-09,6.899278405128419e-10,2.6864442817677523e-10,3.589778870050408e-11,1.2627736504138078e-09,,6.812481135489584e-11,7.878473914484875e-10,1.7994297801044287e-07,1.8697496175870885e-08,-4.480840253528957e-06,1.271184471914773e-05,1.6755966872317663e-09,3.423543956037157e-11,3.423608465687171e-08,3.8701796637298344e-09,6.492227268621343e-10,2.7085672260002683e-10,3.942982034484659e-11,1.5241762508384746e-09,0.0074336703874176655,6.38451496733981e-11,7.586624601437529e-10,1.6750565306858564e-07,1.786179704780045e-08,-3.9874425360963045e-06,1.1828009174316283e-05,1.5530942590732111e-09,3.291484947129459e-11,3.166629842576196e-08,3.673871810585078e-09,6.916960938271624e-10,2.6447308485115827e-10,3.745429391590349e-11,1.4696239826108772e-09,0.009231729386392903
53,2024-03-11,2.2836285932035103e-11,3.80727693939693e-10,4.424430135437485e-08,3.801443191796088e-09,2.2177183876307425e-07,1.0979967772563875e-05,9.685005502391132e-10,5.1781998677779875e-11,7.568177612801297e-09,4.4234517425073875e-09,6.885595272516177e-10,5.914679847536563e-11,1.5616304460344557e-11,1.8356676649068873e-09,,5.566368141789978e-11,9.833622197010482e-10,2.300973779058743e-07,1.649294795881939e-08,1.5672542960768988e-06,7.66948220634334e-06,1.0858696281412115e-09,2.3816212782241133e-11,3.796468451216309e-08,2.4255132653661877e-09,6.932467095496968e-10,2.65273656328625e-10,3.526703580298397e-11,1.2349025191155187e-09,,6.72861349581762e-11,7.803081377909171e-10,1.7743003955384904e-07,1.8387161738702657e-08,-4.393754844412438e-06,1.2679772923840623e-05,1.6614547644919133e-09,3.458637074271973e-11,3.3702726515990296e-08,3.880618759555826e-09,6.499649306430679e-10,2.6693616844957015e-10,3.89888293099484e-11,1.5300534473303314e-09,,6.38451496733981e-11,7.586624601437529e-10,1.6750565306858564e-07,1.786179704780045e-08,-3.9874425360963045e-06,1.1828009174316283e-05,1.5530942590732111e-09,3.291484947129459e-11,3.166629842576196e-08,3.673871810585078e-09,6.916960938271624e-10,2.6447308485115827e-10,3.745429391590349e-11,1.4696239826108772e-09,
54,2024-03-12,2.336236980233163e-11,2.5554029614313e-10,9.452940531984573e-08,3.057355247586444e-08,2.5242867069065964e-07,8.879299550380527e-06,6.0496336961791e-10,3.5095820665778434e-11,5.846949899613329e-09,2.846279405373549e-09,1.4923823515798226e-09,2.2767167975392203e-10,1.3609931329389208e-11,4.973974794844375e-10,-6.764861613738269e-05,5.5036431049977224e-11,9.825135570527688e-10,2.3138622668418886e-07,1.7238400172401745e-08,9.150856188428391e-07,7.177656084863177e-06,1.0830785735501324e-09,2.4515987905719185e-11,3.710816741127129e-08,2.4386000279110763e-09,6.97415352796345e-10,2.621715605095122e-10,3.532486255912325e-11,1.2328574371666746e-09,0.007183626420632497,6.648752104625176e-11,7.707669043064119e-10,1.7592275529504896e-07,1.863586359048147e-08,-4.309278780501473e-06,1.261067340795953e-05,1.6407392469453643e-09,3.459635995689736e-11,3.3156534817629966e-08,3.861464327070969e-09,6.65565253253008e-10,2.662222686551038e-10,3.8527394801210964e-11,1.5109301886665184e-09,0.007183626420632497,6.38451496733981e-11,7.586624601437529e-10,1.6750565306858564e-07,1.786179704780045e-08,-3.9874425360963045e-06,1.1828009174316283e-05,1.5530942590732111e-09,3.291484947129459e-11,3.166629842576196e-08,3.673871810585078e-09,6.916960938271624e-10,2.6447308485115827e-10,3.745429391590349e-11,1.4696239826108772e-09,0.009231729386392903
55,2024-03-13,2.9523039472641866e-11,7.119999405160003e-10,4.5894217491767656e-08,5.30459124380027e-09,1.6556323525086963e-06,1.1484987469358947e-06,5.289532315997551e-10,1.7443444632209565e-11,3.3373098234407247e-09,1.0647044056581346e-09,4.5302975343079374e-10,1.9223571691049508e-10,3.363812925718703e-11,7.096705042061596e-10,0.0526559918790733,5.4649970652647463e-11,9.720362398574022e-10,2.273413250011767e-07,1.644131334507894e-08,9.65976349734834e-07,7.100749855097276e-06,1.0855995918101143e-09,2.464268937450136e-11,3.61832613679701e-08,2.4311183117798498e-09,6.939472408182884e-10,2.6345605158886943e-10,3.560073473447665e-11,1.1929760675085752e-09,0.008796763387824237,6.582744101815158e-11,7.697174942387259e-10,1.7360081711999036e-07,1.836923814354785e-08,-4.2027625102691485e-06,1.2405991717584109e-05,1.6193587466502563e-09,3.426649620065336e-11,3.258308818312633e-08,3.810614146681645e-09,6.617009714380585e-10,2.6490108023109295e-10,3.8440086487924824e-11,1.4963618307672393e-09,0.008650476919291878,6.38451496733981e-11,7.586624601437529e-10,1.6750565306858564e-07,1.786179704780045e-08,-3.9874425360963045e-06,1.1828009174316283e-05,1.5530942590732111e-09,3.291484947129459e-11,3.166629842576196e-08,3.673871810585078e-09,6.916960938271624e-10,2.6447308485115827e-10,3.745429391590349e-11,1.4696239826108772e-09,0.009231729386392903
56,2024-03-14,2.9545363872058866e-11,1.303887592577821e-09,7.882342626787716e-08,8.43034004773636e-09,3.986535996874782e-08,5.764682099974066e-07,2.1374146052672178e-10,3.7059618632453406e-12,2.337107325656458e-08,2.1052216476903173e-09,2.1512956670189928e-10,9.247892861602764e-11,1.8402027494781524e-11,1.3339965053369266e-09,0.0272505558665247,5.364956058052164e-11,1.0107861324844549e-09,2.281282105074284e-07,1.5976605789263303e-08,1.0454291535980611e-06,6.522750799220187e-06,1.027527813027421e-09,2.462818479960291e-11,3.4309206480187444e-08,2.46299307804908e-09,6.885911086900483e-10,2.6201078527920074e-10,3.472921104244921e-11,1.2207520167702183e-09,0.009705115250041727,6.519091334892188e-11,7.790888994727452e-10,1.7193805587697083e-07,1.8174357788728012e-08,-4.128330442370238e-06,1.2198456217451008e-05,1.592837665780001e-09,3.368988234523057e-11,3.240927658073837e-08,3.780160709199657e-09,6.5372648206777e-10,2.6187613020275847e-10,3.808854159330827e-11,1.4934624499559837e-09,0.009231729386392903,6.38451496733981e-11,7.586624601437529e-10,1.6750565306858564e-07,1.786179704780045e-08,-3.9874425360963045e-06,1.1828009174316283e-05,1.5530942590732111e-09,3.291484947129459e-11,3.166629842576196e-08,3.673871810585078e-09,6.916960938271624e-10,2.6447308485115827e-10,3.745429391590349e-11,1.4696239826108772e-09,0.009231729386392903
57,2024-03-15,2.836692492385828e-11,2.7182562113186717e-10,2.2632907205885197e-08,1.4671802935033781e-08,4.8486815592327546e-08,1.1943240931616874e-07,2.682346055896677e-10,4.933936854962792e-12,4.152887679733099e-09,6.143577819517021e-10,9.764327088577784e-11,6.028631503275132e-10,1.7975640263865837e-12,5.29538864188245e-10,,5.3221958888614603e-11,1.011365891423336e-09,2.2628693344963385e-07,1.6348040372501623e-08,1.0567551384175528e-06,6.238056849070929e-06,8.562109019189184e-10,2.417357425556742e-11,3.374936338754662e-08,2.4220449185292055e-09,6.684860602195579e-10,2.762419688458561e-10,3.447988031099363e-11,1.228118771472454e-09,,6.455601699676561e-11,7.703429808806611e-10,1.6936382917574525e-07,1.810700096461851e-08,-4.056316351715711e-06,1.199019718627627e-05,1.5683079794801799e-09,3.315736483615154e-11,3.1886010119608644e-08,3.724620306967237e-09,6.439706362575595e-10,2.677552167566336e-10,3.746283508353376e-11,1.4765515098547954e-09,,6.38451496733981e-11,7.586624601437529e-10,1.6750565306858564e-07,1.786179704780045e-08,-3.9874425360963045e-06,1.1828009174316283e-05,1.5530942590732111e-09,3.291484947129459e-11,3.166629842576196e-08,3.673871810585078e-09,6.916960938271624e-10,2.6447308485115827e-10,3.745429391590349e-11,1.4696239826108772e-09,
58,2024-03-18,2.2614844918082238e-11,8.119225740306956e-11,5.973143885332908e-08,5.111193373261379e-09,7.238769829247755e-09,2.421104480637006e-06,7.315533570969037e-10,1.9819019769019613e-11,1.9801866958041212e-08,7.812075168020301e-10,3.41204717529452e-09,7.410943433359013e-11,3.6958906193348094e-11,1.0747549297075415e-09,,5.292161319110348e-11,1.0058125153444248e-09,2.226052191938804e-07,1.5805762690225013e-08,1.0539531644127159e-06,5.620236193864077e-06,8.647571303048664e-10,2.423039147016128e-11,3.397899718742508e-08,2.392480914077434e-09,7.195286463648088e-10,2.735189783627008e-10,3.360968620941224e-11,1.2398788183428317e-09,,6.38451496733981e-11,7.586624601437529e-10,1.6750565306858564e-07,1.786179704780045e-08,-3.9874425360963045e-06,1.1828009174316283e-05,1.5530942590732111e-09,3.291484947129459e-11,3.166629842576196e-08,3.673871810585078e-09,6.916960938271624e-10,2.6447308485115827e-10,3.745429391590349e-11,1.4696239826108772e-09,,6.38451496733981e-11,7.586624601437529e-10,1.6750565306858564e-07,1.786179704780045e-08,-3.9874425360963045e-06,1.1828009174316283e-05,1.5530942590732111e-09,3.291484947129459e-11,3.166629842576196e-08,3.673871810585078e-09,6.916960938271624e-10,2.6447308485115827e-10,3.745429391590349e-11,1.4696239826108772e-09,
