,RIC,Date,Gamma Estimate,CI Lower Bound,CI Upper Bound
229,NESN.S,2024-02-09,1.0328795249097885e-10,7.690694763730332e-11,1.2966895734465438e-10
230,NESN.S,2024-02-12,1.0068778221465566e-11,3.959772327417351e-12,1.6177784115513782e-11
231,NESN.S,2024-02-13,3.999051372845628e-11,2.7713820993943593e-11,5.226720646296896e-11
232,NESN.S,2024-02-15,2.6692550578686528e-11,1.92895767115872e-11,3.4095524445785854e-11
233,NESN.S,2024-02-16,4.1902270384595503e-11,2.942833263214718e-11,5.4376208137043826e-11
234,NESN.S,2024-02-19,1.8683735472996652e-11,6.251835243406468e-12,3.1115635702586835e-11
235,NESN.S,2024-02-22,1.209172055086507e-11,-3.210963874429923e-11,5.629307984602937e-11
236,NESN.S,2024-02-23,3.000180403351343e-11,2.5812921630569018e-11,3.419068643645784e-11
237,NESN.S,2024-02-26,1.8101964795639386e-11,1.2391537797384092e-11,2.381239179389468e-11
238,NESN.S,2024-02-27,1.3962248630729128e-11,1.0875695534368253e-11,1.7048801727090002e-11
239,NESN.S,2024-02-28,1.1258728849028898e-11,6.361509439141412e-12,1.6155948258916384e-11
240,NESN.S,2024-02-29,6.0725637431228946e-12,4.530949638095633e-12,7.614177848150157e-12
241,NESN.S,2024-03-01,4.82268323399637e-11,4.22882764720912e-11,5.4165388207836204e-11
242,NESN.S,2024-03-04,1.4430647621085282e-11,4.62581587418879e-12,2.4235479367981777e-11
243,NESN.S,2024-03-05,2.311841194114077e-11,1.2515275386649407e-11,3.372154849563213e-11
244,NESN.S,2024-03-06,3.35669597382604e-11,2.6670181962657725e-11,4.046373751386307e-11
245,NESN.S,2024-03-07,1.960226265040607e-11,1.465937416941815e-11,2.454515113139399e-11
246,NESN.S,2024-03-08,3.462503351020216e-11,2.467730286520323e-11,4.4572764155201094e-11
247,NESN.S,2024-03-11,5.1630060923712244e-11,3.63800792903293e-11,6.688004255709519e-11
248,NESN.S,2024-03-12,1.16504997776354e-09,-1.2858302661301596e-10,2.458682982140096e-09
249,SCHN.S,2024-01-26,1.4827490678955215e-08,6.023143647380861e-09,2.363183771052957e-08
250,SCHN.S,2024-01-29,1.383768847689364e-08,-9.131778177915632e-10,2.8588554771578844e-08
251,SCHN.S,2024-01-30,3.1346288454801524e-08,8.864575902155165e-09,5.382800100744788e-08
252,SCHN.S,2024-01-31,3.078399592361957e-08,2.057919041847575e-08,4.098880142876339e-08
253,SCHN.S,2024-02-01,7.941103684881894e-08,6.316855947951322e-08,9.565351421812466e-08
254,SCHN.S,2024-02-02,2.0998648340924566e-08,-1.8152441476471055e-09,4.381254082949624e-08
255,SCHN.S,2024-02-05,1.2911439474433444e-08,7.515360335118254e-09,1.830751861374863e-08
256,SCHN.S,2024-02-06,2.9015202173177097e-08,1.7518642084643603e-08,4.051176226171059e-08
257,SCHN.S,2024-02-07,6.988122760382193e-09,1.2063146022033812e-09,1.2769930918561006e-08
258,SCHN.S,2024-02-08,5.663279540158199e-09,-2.5040243957400405e-09,1.3830583476056438e-08
259,SCHN.S,2024-02-09,2.7091127377297717e-07,1.6345360620347367e-07,3.7836894134248066e-07
260,SCHN.S,2024-02-12,1.8212845056441858e-08,2.591914438598964e-09,3.383377567428475e-08
261,SCHN.S,2024-02-13,8.684618488659034e-08,6.79337791015235e-08,1.0575859067165718e-07
262,SCHN.S,2024-02-14,2.6890695154180637e-08,1.6396591342431694e-08,3.738479896592958e-08
263,SCHN.S,2024-02-15,9.767204710139858e-09,-2.6238997230614186e-09,2.2158309143341134e-08
264,SCHN.S,2024-02-16,1.853147404607814e-08,4.9503126123698144e-09,3.2112635479786464e-08
265,SCHN.S,2024-02-19,4.411962440238019e-08,2.5997119673509727e-08,6.224212913125065e-08
266,SCHN.S,2024-02-20,1.0394769718630816e-08,7.108400125328484e-09,1.3681139311933149e-08
267,SCHN.S,2024-02-21,2.362409647932785e-07,9.340870091571992e-08,3.7907322867083705e-07
268,SCHN.S,2024-02-22,2.6966865816354333e-08,9.8072747316901e-09,4.4126456901018566e-08
269,SCHN.S,2024-02-23,2.0409172243609723e-08,1.1084965120529721e-08,2.9733379366689725e-08
270,SCHN.S,2024-02-26,9.963334526891626e-09,4.692325507479754e-09,1.5234343546303497e-08
271,SCHN.S,2024-02-27,9.20902647678002e-09,2.6477257156107157e-09,1.5770327237949323e-08
272,SCHN.S,2024-02-28,3.408900317589547e-09,1.1607843142579728e-09,5.6570163209211216e-09
273,SCHN.S,2024-02-29,1.5905601353810677e-08,-1.2016577206867775e-08,4.382777991448913e-08
274,SCHN.S,2024-03-01,5.474314669508671e-09,4.682126144352476e-09,6.266503194664866e-09
275,SCHN.S,2024-03-04,1.2111288005741486e-08,7.558269781395086e-09,1.6664306230087885e-08
276,SCHN.S,2024-03-05,1.0052991795217114e-08,5.1729307364208456e-09,1.493305285401338e-08
277,SCHN.S,2024-03-06,1.0288621331139112e-08,-1.3398246118374738e-08,3.397548878065296e-08
278,SCHN.S,2024-03-07,6.865995299455906e-09,4.86500392467568e-09,8.866986674236131e-09
279,SCHN.S,2024-03-08,4.522126254457186e-08,5.622698369985268e-09,8.481982671915844e-08
280,SCHN.S,2024-03-11,7.531854620234036e-09,4.693503475947264e-09,1.037020576452081e-08
281,SCHN.S,2024-03-12,1.2092762032317514e-06,-5.352798926373744e-07,2.9538322991008773e-06
282,SCMN.S,2024-01-26,2.6541227372917124e-09,1.5083623438391897e-09,3.7998831307442355e-09
283,SCMN.S,2024-01-29,2.4410907526295775e-09,1.5279044326707968e-09,3.3542770725883583e-09
284,SCMN.S,2024-01-30,1.2888526808639497e-09,-8.678381549817345e-10,3.445543516709634e-09
285,SCMN.S,2024-01-31,1.1268738535817035e-09,-2.473460403742344e-09,4.727208110905751e-09
286,SCMN.S,2024-02-01,1.8609024162051248e-09,1.001229789169089e-09,2.7205750432411604e-09
287,SCMN.S,2024-02-02,1.6526882420610731e-09,7.461546618165012e-10,2.5592218223056452e-09
288,SCMN.S,2024-02-05,8.427724792719526e-10,-8.469746079675865e-11,1.7702424193406637e-09
289,SCMN.S,2024-02-06,1.8326957040789194e-09,1.3333732567342636e-09,2.332018151423575e-09
290,SCMN.S,2024-02-07,1.2020287631857956e-09,6.335721700310773e-10,1.7704853563405138e-09
291,SCMN.S,2024-02-08,4.4405576483839094e-09,3.738015395294791e-09,5.143099901473028e-09
292,SCMN.S,2024-02-09,9.94223110879974e-10,3.9631083205588165e-10,1.5921353897040664e-09
293,SCMN.S,2024-02-12,1.878177611133643e-09,7.912800399751806e-10,2.965075182292105e-09
294,SCMN.S,2024-02-13,1.1523789175535272e-09,1.1590215850705448e-10,2.1888556766e-09
295,SCMN.S,2024-02-14,1.2746085204628725e-09,8.921602384274059e-10,1.6570568024983393e-09
296,SCMN.S,2024-02-15,1.7839243609047017e-09,1.2073902721386102e-09,2.360458449670793e-09
297,SCMN.S,2024-02-16,2.66608432429988e-09,1.3129361706581406e-09,4.019232477941619e-09
298,SCMN.S,2024-02-19,3.6449183036775943e-09,2.0876057078316313e-09,5.202230899523557e-09
299,SCMN.S,2024-02-20,3.0402077691383044e-09,2.131304706442389e-09,3.94911083183422e-09
300,SCMN.S,2024-02-21,6.038392538162168e-09,2.6483025478002166e-09,9.428482528524119e-09
301,SCMN.S,2024-02-22,1.0581414858781626e-09,2.005912004798818e-10,1.9156917712764433e-09
302,SCMN.S,2024-02-23,2.7443702185310375e-09,2.0600783401751466e-09,3.4286620968869284e-09
303,SCMN.S,2024-02-26,2.476275962335342e-09,1.3327366651228949e-09,3.6198152595477895e-09
304,SCMN.S,2024-02-27,2.1339851410370354e-09,1.4067355062463825e-09,2.8612347758276884e-09
305,SCMN.S,2024-02-29,1.586521869407082e-09,1.0679782155740864e-09,2.1050655232400776e-09
306,SCMN.S,2024-03-01,2.1276695472428054e-09,1.2164095021239357e-09,3.038929592361675e-09
307,SCMN.S,2024-03-04,8.932829320312829e-10,-1.7307070993716194e-10,1.959636573999728e-09
308,SCMN.S,2024-03-05,6.5004632162991745e-09,3.8933846290721815e-09,9.107541803526167e-09
309,SCMN.S,2024-03-06,5.758846183221566e-09,4.455423302231607e-09,7.062269064211526e-09
310,SCMN.S,2024-03-07,1.5881400977843424e-09,-4.1152005210895597e-10,3.587800247677641e-09
311,SCMN.S,2024-03-08,2.2184239422659894e-09,1.1318618541744059e-09,3.304986030357573e-09
312,SCMN.S,2024-03-11,4.401558467308739e-09,3.0979902707350006e-09,5.7051266638824766e-09
313,SCMN.S,2024-03-12,5.9428671051735045e-08,-6.510994362759642e-08,1.839672857310665e-07
314,SIKA.S,2024-01-26,5.903715889154348e-10,4.551671232011285e-10,7.255760546297411e-10
315,SIKA.S,2024-01-29,1.3697898148436552e-09,1.1206931220604056e-09,1.6188865076269048e-09
316,SIKA.S,2024-01-30,5.578424949658762e-10,4.388626008815204e-10,6.768223890502319e-10
317,SIKA.S,2024-01-31,3.752872623416778e-10,2.2437669555989735e-10,5.261978291234583e-10
318,SIKA.S,2024-02-01,7.043108849482602e-10,2.3990442679155263e-10,1.1687173431049678e-09
319,SIKA.S,2024-02-02,1.8800646835175003e-09,1.476956028936504e-09,2.2831733380984967e-09
320,SIKA.S,2024-02-05,3.811367746808255e-10,6.211189049809177e-11,7.001616588635592e-10
321,SIKA.S,2024-02-06,3.8001013886095536e-10,1.5916824531797825e-10,6.008520324039324e-10
322,SIKA.S,2024-02-07,1.0616896986488524e-09,8.925827107987964e-10,1.2307966864989083e-09
323,SIKA.S,2024-02-08,3.1758392691096807e-10,8.921024674359021e-11,5.459576070783459e-10
324,SIKA.S,2024-02-09,1.1976848564930242e-09,5.063223872674548e-10,1.8890473257185935e-09
325,SIKA.S,2024-02-12,2.1412961638486173e-09,1.7791165933393973e-09,2.503475734357837e-09
326,SIKA.S,2024-02-13,3.9178062780263335e-10,9.348491741538481e-12,7.742127638637282e-10
327,SIKA.S,2024-02-14,6.812460722803361e-10,4.211835776147932e-10,9.413085669458792e-10
328,SIKA.S,2024-02-15,4.893839472701304e-10,2.448821499229223e-10,7.338857446173386e-10
329,SIKA.S,2024-02-16,4.364380596157491e-10,1.956768997305349e-10,6.771992195009633e-10
330,SIKA.S,2024-02-19,5.020766030144446e-10,2.768774828072191e-10,7.272757232216701e-10
331,SIKA.S,2024-02-20,5.780577232464244e-10,2.8699579809102767e-10,8.691196484018212e-10
332,SIKA.S,2024-02-21,1.978861909739448e-10,4.73883367313962e-11,3.483840452164934e-10
333,SIKA.S,2024-02-22,3.7080139038310455e-10,-1.0750270425511687e-11,7.523530511917208e-10
334,SIKA.S,2024-02-23,5.116933662554576e-10,1.0273878748062042e-10,9.206479450302948e-10
335,SIKA.S,2024-02-26,9.184824831066958e-10,2.04696362439271e-10,1.6322686037741205e-09
336,SIKA.S,2024-02-27,3.9740630988459567e-10,9.661230861671914e-11,6.982003111524721e-10
337,SIKA.S,2024-02-29,4.4712648368634076e-10,2.0186436036437208e-10,6.923886070083094e-10
338,SIKA.S,2024-03-01,5.501888854516176e-10,3.4505245299713966e-10,7.553253179060955e-10
339,SIKA.S,2024-03-04,5.987060568723394e-10,4.373635160248745e-10,7.600485977198044e-10
340,SIKA.S,2024-03-05,9.750454471626088e-10,4.779375358015826e-10,1.472153358523635e-09
341,SIKA.S,2024-03-06,8.601500443811966e-10,3.976405730360006e-10,1.3226595157263927e-09
342,SIKA.S,2024-03-07,1.775653348044366e-10,2.215258263424549e-11,3.3297808697462774e-10
343,SIKA.S,2024-03-08,6.441632354988263e-10,4.0821960000531524e-10,8.801068709923374e-10
344,SIKA.S,2024-03-11,6.830300763504535e-10,2.2204600486543417e-10,1.1440141478354728e-09
345,SIKA.S,2024-03-12,4.0190824511645376e-07,3.028871769142263e-07,5.009293133186812e-07
346,SRENH.S,2024-01-26,1.6463290362366095e-10,6.99976241486723e-11,2.592681830986496e-10
347,SRENH.S,2024-01-29,1.6088102352134774e-10,1.0631431406272243e-10,2.1544773297997305e-10
348,SRENH.S,2024-01-30,3.1955166449217963e-10,1.6139069803323756e-10,4.777126309511217e-10
349,SRENH.S,2024-01-31,1.536689570453272e-10,1.0553394676570288e-10,2.0180396732495153e-10
350,SRENH.S,2024-02-01,1.3585162496704223e-10,5.699642103237204e-11,2.147068289017124e-10
351,SRENH.S,2024-02-02,1.7373043265096e-10,1.0176396011215396e-10,2.4569690518976604e-10
352,SRENH.S,2024-02-05,1.5508096941167753e-10,3.622186439740998e-11,2.739400744259451e-10
353,SRENH.S,2024-02-06,5.468695951446325e-10,2.725250488455593e-10,8.212141414437057e-10
354,SRENH.S,2024-02-07,2.1223083020603386e-10,1.353766312354115e-10,2.8908502917665623e-10
355,SRENH.S,2024-02-08,1.0312376430240069e-10,-1.7275222098922076e-11,2.2352275070372346e-10
356,SRENH.S,2024-02-09,2.7700109161036796e-10,2.0640686160949447e-10,3.4759532161124144e-10
357,SRENH.S,2024-02-12,1.335337954178798e-10,4.703588143469217e-11,2.2003170940106745e-10
358,SRENH.S,2024-02-13,1.097654806390007e-10,-2.485306541290928e-12,2.2201626781929233e-10
359,SRENH.S,2024-02-14,1.5474257458389842e-10,4.6402327258734776e-11,2.6308282190906206e-10
360,SRENH.S,2024-02-15,3.4230259353937014e-10,1.5339616247479188e-10,5.312090246039484e-10
361,SRENH.S,2024-02-16,8.740760780375658e-10,6.348244517399011e-10,1.1133277043352304e-09
362,SRENH.S,2024-02-19,7.810568382025663e-10,6.766197189160718e-10,8.854939574890608e-10
363,SRENH.S,2024-02-20,2.3862323630536327e-10,1.0003601995155219e-10,3.7721045265917435e-10
364,SRENH.S,2024-02-21,5.67081814434632e-10,4.871693142806126e-10,6.469943145886513e-10
365,SRENH.S,2024-02-22,6.095556939751773e-11,2.0629928730483976e-11,1.012812100645515e-10
366,SRENH.S,2024-02-23,1.8912171473797927e-10,3.801683881520553e-11,3.40226590660753e-10
367,SRENH.S,2024-02-26,1.4993772932127292e-10,1.0391579497095528e-10,1.9595966367159056e-10
368,SRENH.S,2024-02-27,2.8462712404132144e-10,1.8052253616367666e-10,3.887317119189662e-10
369,SRENH.S,2024-02-28,4.369732584147489e-10,3.2553063497660583e-10,5.48415881852892e-10
370,SRENH.S,2024-02-29,6.349754214555797e-11,1.1921284811255506e-11,1.1507379947986042e-10
371,SRENH.S,2024-03-01,2.682753022826607e-10,1.1979498244158572e-10,4.167556221237357e-10
372,SRENH.S,2024-03-04,1.400039384298802e-10,8.340624757440936e-11,1.9660162928535105e-10
373,SRENH.S,2024-03-05,1.8350539591844868e-10,1.0450622032912146e-10,2.625045715077759e-10
374,SRENH.S,2024-03-06,2.8197498764501577e-10,2.0229168276877043e-10,3.616582925212611e-10
375,SRENH.S,2024-03-07,2.68917872963843e-10,2.004228110050076e-10,3.374129349226784e-10
376,SRENH.S,2024-03-08,2.981148588684529e-10,2.191314659336938e-10,3.77098251803212e-10
377,SRENH.S,2024-03-11,5.916921024411178e-11,3.610534505280914e-11,8.223307543541441e-11
378,SRENH.S,2024-03-12,1.2787008345445508e-08,1.471734457677024e-09,2.4102282233213992e-08
379,UBSG.S,2024-01-26,3.863216435831552e-11,2.492693927387494e-11,5.23373894427561e-11
380,UBSG.S,2024-01-29,3.453872042553871e-11,2.8452359993049264e-11,4.062508085802816e-11
381,UBSG.S,2024-01-30,1.186341638545575e-11,8.336508467026575e-12,1.5390324303884926e-11
382,UBSG.S,2024-01-31,2.536066374514014e-11,2.1341575445788798e-11,2.937975204449148e-11
383,UBSG.S,2024-02-01,4.451547687138362e-11,3.4342900798571655e-11,5.468805294419558e-11
384,UBSG.S,2024-02-02,9.259349614118336e-12,1.3717552875002342e-12,1.714694394073644e-11
385,UBSG.S,2024-02-05,6.307232408104334e-11,5.027590722703441e-11,7.586874093505227e-11
386,UBSG.S,2024-02-06,1.6016110028262396e-11,8.538827498730474e-12,2.349339255779432e-11
387,UBSG.S,2024-02-07,1.2298721791278903e-11,8.373526957099636e-12,1.6223916625458172e-11
388,UBSG.S,2024-02-08,3.3254804134576905e-11,2.5568382091152087e-11,4.094122617800172e-11
389,UBSG.S,2024-02-09,3.671788756739138e-11,2.2453209740941084e-11,5.098256539384168e-11
390,UBSG.S,2024-02-12,3.767560819643018e-11,2.161313798754994e-11,5.3738078405310424e-11
391,UBSG.S,2024-02-13,3.3396010257383e-11,6.122522610035287e-12,6.06694979047307e-11
392,UBSG.S,2024-02-14,6.194718240189011e-11,4.287924581300466e-11,8.101511899077557e-11
393,UBSG.S,2024-02-15,6.271284957387845e-11,4.4461785381702536e-11,8.096391376605437e-11
394,UBSG.S,2024-02-16,2.9007103669913648e-11,2.2338286256039945e-11,3.567592108378735e-11
395,UBSG.S,2024-02-19,3.8492905989845826e-11,1.961875505986732e-11,5.7367056919824335e-11
396,UBSG.S,2024-02-20,1.6323288577378898e-11,9.572237258155808e-12,2.3074339896601986e-11
397,UBSG.S,2024-02-21,2.1863911071100505e-11,8.898159539870515e-12,3.4829662602330494e-11
398,UBSG.S,2024-02-22,1.860703452490313e-11,-4.313677444882163e-12,4.1527746494688427e-11
399,UBSG.S,2024-02-23,5.598391395057007e-11,3.878235283285631e-11,7.318547506828384e-11
400,UBSG.S,2024-02-26,1.3814560285345556e-10,9.965491159041126e-11,1.7663629411649985e-10
401,UBSG.S,2024-02-27,3.2719347547556726e-11,1.2033562033705911e-11,5.340513306140754e-11
402,UBSG.S,2024-02-28,1.7552474127802668e-11,1.0418973426142452e-11,2.4685974829462885e-11
403,UBSG.S,2024-02-29,9.514388416133232e-12,5.1531973269427326e-12,1.387557950532373e-11
404,UBSG.S,2024-03-01,2.307596936183292e-11,1.4553546239435544e-11,3.159839248423029e-11
405,UBSG.S,2024-03-04,1.772990668056987e-11,4.4471912535654446e-12,3.1012622107574295e-11
406,UBSG.S,2024-03-05,4.777387886247745e-11,2.7775118702368273e-11,6.777263902258663e-11
407,UBSG.S,2024-03-06,2.2616273127113516e-11,1.4524265740401395e-11,3.0708280513825635e-11
408,UBSG.S,2024-03-07,5.61896285603792e-11,4.4405931771659166e-11,6.797332534909923e-11
409,UBSG.S,2024-03-08,4.7883751768414316e-11,4.061555589671478e-11,5.515194764011385e-11
410,UBSG.S,2024-03-11,1.5674709668913594e-11,1.0406249900308341e-11,2.0943169437518846e-11
411,UBSG.S,2024-03-12,1.3193063069424368e-09,-1.8586020408204604e-10,2.82447281796692e-09
412,UHR.S,2024-01-26,8.366056613207268e-10,-1.1794218346264905e-08,1.3467429668906357e-08
413,UHR.S,2024-01-29,2.660915925139959e-09,2.2155439988657733e-09,3.1062878514141444e-09
414,UHR.S,2024-01-30,5.581690755698226e-10,2.689899715489866e-10,8.473481795906584e-10
415,UHR.S,2024-01-31,1.9052723924099246e-09,1.1812718553833363e-09,2.629272929436513e-09
416,UHR.S,2024-02-01,5.016143554109164e-10,1.492620419474491e-10,8.539666688743837e-10
417,UHR.S,2024-02-02,3.0672813809262296e-10,1.1314822340110247e-10,5.003080527841434e-10
418,UHR.S,2024-02-05,7.218161586930983e-10,2.686215129193074e-10,1.1750108044668894e-09
419,UHR.S,2024-02-06,6.433453822221822e-10,2.3592562754619736e-10,1.050765136898167e-09
420,UHR.S,2024-02-07,5.661929111732113e-10,2.376883583997649e-10,8.946974639466577e-10
421,UHR.S,2024-02-08,6.510389075641806e-10,3.847763172203566e-10,9.173014979080046e-10
422,UHR.S,2024-02-09,2.8816201034558376e-09,1.2219106459603435e-09,4.541329560951332e-09
423,UHR.S,2024-02-12,2.982076119878875e-10,1.8238661815844218e-10,4.140286058173328e-10
424,UHR.S,2024-02-13,5.190283324676207e-10,1.20030189545993e-10,9.180264753892484e-10
425,UHR.S,2024-02-14,2.071043563514196e-09,2.5960063517696314e-10,3.882486491851428e-09
426,UHR.S,2024-02-15,8.34840961478989e-10,4.413854457111001e-10,1.2282964772468778e-09
427,UHR.S,2024-02-16,5.389357236142329e-10,3.6669896450656037e-10,7.111724827219054e-10
428,UHR.S,2024-02-19,2.783866965278332e-10,9.824791673393002e-11,4.585254763217364e-10
429,UHR.S,2024-02-20,3.5069331244002297e-10,2.074951414364087e-10,4.938914834436373e-10
430,UHR.S,2024-02-21,5.3458804518533175e-09,2.7887983834642373e-09,7.902962520242398e-09
431,UHR.S,2024-02-22,1.9813114406718897e-09,1.12306348982702e-09,2.8395593915167594e-09
432,UHR.S,2024-02-23,2.0321479677192282e-09,8.118186329716992e-10,3.2524773024667575e-09
433,UHR.S,2024-02-26,5.156586667963625e-10,3.058677426728937e-10,7.254495909198313e-10
434,UHR.S,2024-02-27,7.881694864470708e-10,6.553496115937495e-11,1.5108040117347666e-09
435,UHR.S,2024-02-28,1.7977814331870363e-09,1.1231997213046574e-09,2.472363145069415e-09
436,UHR.S,2024-02-29,3.864015664851948e-10,1.084986543395961e-10,6.643044786307935e-10
437,UHR.S,2024-03-01,2.1107060156330468e-10,1.7610612735784052e-10,2.4603507576876883e-10
438,UHR.S,2024-03-04,2.0744484554477833e-09,1.156728109505748e-09,2.9921688013898186e-09
439,UHR.S,2024-03-05,1.5361505740138296e-09,8.229842583653831e-10,2.249316889662276e-09
440,UHR.S,2024-03-06,8.636315870242276e-10,6.748838592013626e-11,1.659774788128319e-09
441,UHR.S,2024-03-07,5.883138775334782e-10,1.271204203999161e-10,1.0495073346670404e-09
442,UHR.S,2024-03-08,3.3216125608192863e-09,1.927621962744878e-09,4.7156031588936945e-09
443,UHR.S,2024-03-11,1.8634449814533983e-09,2.6258778967158913e-10,3.4643021732352073e-09
444,UHR.S,2024-03-12,1.5700519707221977e-07,-6.533275531161432e-09,3.2054366967560095e-07
445,VLRT.S,2024-01-26,2.223752651229015e-06,-0.0005407011321348515,0.0005451486374373095
446,VLRT.S,2024-01-29,0.06364639733387091,0.033863808508614424,0.0934289861591274
447,VLRT.S,2024-01-31,0.0,,
448,VLRT.S,2024-02-02,0.08152568484798887,0.017824014079710265,0.14522735561626748
449,VLRT.S,2024-02-05,3.417245344727528e-05,-0.001127556081822611,0.0011959009887171615
450,VLRT.S,2024-02-06,0.0,,
451,VLRT.S,2024-02-12,0.001901900719629176,-0.004676098810526379,0.00847990024978473
452,VLRT.S,2024-02-14,-1.3516804570454193e-07,-0.00021108447789714989,0.00021081414180574082
453,VLRT.S,2024-02-15,4.322416100821306e-05,-8.738852239030188e-05,0.000173836844406728
454,VLRT.S,2024-02-19,1.1046082984337506e-05,-0.00013856585875251381,0.00016065802472118885
455,VLRT.S,2024-02-23,9.794887037492163e-06,,
456,VLRT.S,2024-02-27,5.156826037001712e-06,,
457,VLRT.S,2024-03-04,5.78405227638251e-06,-3.1191922918159275e-05,4.276002747092429e-05
458,VLRT.S,2024-03-07,6.1016386179805355e-06,,
459,VLRT.S,2024-03-08,0.04828341448486597,-0.00036187939469988634,0.09692870836443182
460,VLRT.S,2024-03-12,-3.763434447964934e-07,-0.00021330690608264378,0.0002125542191930508
